company_id,industry,company_size,mrr_usd,contract_type,tenure_months,active_users,api_calls_per_month,support_tickets_last_30d,feature_adoption_rate,last_login_days_ago,churn
46a0703f,Technology,194,2646.33,Month-to-Month,15,72,42365,1,0.82,42,1
c792b39a,Technology,5,50.0,Month-to-Month,9,2,749,1,0.598,2,0
751706d7,Finance,163,1064.6,Month-to-Month,21,72,44035,2,1.0,2,0
d3b45734,Healthcare,20,454.53,1 Year,4,10,146416,1,0.584,2,0
252440e5,E-commerce,18,50.0,1 Year,37,8,40316,1,0.499,5,0
39d9df3c,E-commerce,241,2306.45,Month-to-Month,10,79,37531,0,0.625,14,0
7a2b7211,E-commerce,311,3182.45,Month-to-Month,22,190,55467,1,0.66,41,1
bf5f9612,Technology,257,2163.89,Month-to-Month,31,84,102353,3,0.362,9,0
bbf85edb,Finance,1162,10809.43,Month-to-Month,53,419,41592,1,0.697,9,0
c8f3b991,E-commerce,365,3624.37,2 Year,44,167,26080,2,1.0,7,0
f626b649,Finance,16,641.96,2 Year,23,11,1889,0,0.79,23,0
b1fa9573,Technology,67,219.2,2 Year,12,29,5886,1,0.733,4,0
483f26b1,E-commerce,31,386.98,2 Year,17,10,52308,2,0.696,2,0
26de9fe0,Finance,1145,12202.75,2 Year,36,270,48239,2,0.4,2,0
7aa9fa24,Finance,286,2815.12,2 Year,51,65,13657,0,0.401,19,0
a5ac794d,Technology,41,453.05,2 Year,3,16,63456,3,0.633,1,0
85ee82cc,E-commerce,203,2057.61,2 Year,12,92,16401,3,0.514,6,0
eb63c5b0,Finance,8,50.0,Month-to-Month,36,2,18190,2,0.311,3,0
734e5d88,Manufacturing,79,293.32,Month-to-Month,14,33,3168,1,0.53,2,0
4aa8c18c,Technology,13,50.0,1 Year,10,3,39956,2,0.69,8,0
8003c09f,Manufacturing,5,234.09,1 Year,13,1,16962,2,0.716,19,0
a2a36236,E-commerce,177,2148.94,1 Year,23,81,85446,3,0.433,3,0
bdfa3dea,E-commerce,213,2532.54,1 Year,120,69,80839,2,0.591,1,0
f1f7f150,Technology,108,890.73,1 Year,17,57,6873,1,0.683,9,0
b8012e32,E-commerce,41,956.65,Month-to-Month,6,14,8717,3,0.346,13,0
b84ed4d0,Technology,8,233.68,Month-to-Month,5,4,19356,5,0.446,8,0
fa452c13,Finance,9,125.37,2 Year,2,5,43476,1,0.597,1,0
d6c1de50,E-commerce,12,50.0,1 Year,20,3,20966,2,0.418,0,0
4a250018,Healthcare,38,50.0,Month-to-Month,19,24,21558,1,0.534,0,0
21b042e7,Finance,274,1979.45,2 Year,6,109,7544,0,1.0,25,0
8e57f305,Healthcare,267,2983.54,Month-to-Month,29,89,20443,3,0.299,8,0
1c5de6c3,Healthcare,5,97.52,Month-to-Month,33,1,31782,1,0.885,4,0
50628bf1,Manufacturing,19,50.0,Month-to-Month,8,6,209058,0,0.668,2,0
a7d81cd5,Finance,18,332.18,2 Year,11,9,90997,0,0.355,12,0
8b34f445,E-commerce,5,50.0,1 Year,112,2,78747,4,0.736,14,0
99733078,Technology,127,748.12,Month-to-Month,12,67,41028,7,0.609,16,1
04725050,E-commerce,37,50.0,2 Year,35,9,22321,1,0.841,0,0
9634e8ae,Finance,46,730.07,2 Year,15,19,97226,1,0.732,14,0
c160e64f,Technology,411,4809.72,1 Year,38,100,21341,1,0.639,1,0
ac183785,E-commerce,62,327.0,2 Year,36,31,44922,1,0.539,15,0
a60a45b0,Technology,28,941.23,1 Year,27,9,14864,2,0.834,1,0
9ca3cfb2,Technology,128,1303.7,1 Year,47,57,74896,1,0.522,2,0
1505fbc7,Manufacturing,267,2788.07,Month-to-Month,68,93,36132,0,0.32,15,0
bb1e6e6b,E-commerce,85,818.1,Month-to-Month,21,19,112770,1,0.221,9,0
32c0daf4,Finance,153,1431.34,Month-to-Month,7,74,42070,2,0.353,0,0
e1bfeacf,E-commerce,43,649.65,2 Year,13,21,8974,2,0.761,1,0
9db3c69f,Healthcare,48,850.16,Month-to-Month,35,19,247720,0,0.527,2,0
48715393,Technology,64,197.69,Month-to-Month,26,12,34854,3,0.446,18,0
eda896a4,Healthcare,17,75.35,Month-to-Month,5,8,14431,3,0.513,9,0
22ab31b4,Finance,23,1064.64,Month-to-Month,2,7,19970,2,0.766,2,0
b7a56ab1,Technology,431,4398.59,Month-to-Month,28,194,6461,0,0.727,2,0
2247e2b6,E-commerce,1109,11233.35,2 Year,7,389,3840,1,0.632,6,0
ba3e2059,Finance,594,6523.63,2 Year,17,214,29943,0,0.48,0,0
47e793be,E-commerce,7,50.0,2 Year,33,3,151695,12,0.522,5,0
977fafa8,Technology,6,50.0,1 Year,20,1,6561,6,0.574,15,1
bb6a6c6a,Finance,9,498.42,2 Year,3,3,116510,2,0.421,5,0
87009bee,Technology,66,1279.45,Month-to-Month,5,29,79662,3,0.578,15,1
6c460646,Healthcare,5,50.0,1 Year,6,3,82104,2,0.411,9,0
d06e5f42,Technology,22,50.0,Month-to-Month,8,8,61885,1,0.673,5,0
4be1c0ea,Technology,450,4000.82,2 Year,21,217,44804,2,0.696,22,0
8d37d140,Finance,238,2318.09,Month-to-Month,17,67,6470,4,0.823,5,0
5c1eeee1,E-commerce,25,50.0,1 Year,6,14,42860,5,0.652,13,0
caac2550,Finance,28,612.05,1 Year,2,8,21691,1,0.646,16,1
87c3b930,Technology,127,1356.21,1 Year,5,49,5563,4,0.433,24,1
1bf296e9,E-commerce,222,2664.6,Month-to-Month,100,100,81438,0,0.59,3,0
a15d4c43,E-commerce,24,716.5,1 Year,16,7,39543,1,0.395,2,0
a0671b77,Finance,38,719.54,1 Year,49,19,68315,2,0.259,5,0
09385028,Finance,23,62.1,Month-to-Month,46,7,32649,3,0.547,20,1
c8810999,Healthcare,7,122.14,1 Year,18,3,40116,0,0.499,3,0
6c4afbdb,Finance,39,159.56,2 Year,30,19,62299,3,0.722,3,0
60fd6463,E-commerce,35,50.0,2 Year,6,16,14180,2,0.408,0,0
67a9e63f,Technology,8,556.89,Month-to-Month,28,3,93881,3,1.0,12,0
5c25acdf,E-commerce,143,1387.97,Month-to-Month,8,93,27318,1,0.504,12,0
20e0b3ea,E-commerce,112,368.69,Month-to-Month,43,49,61633,1,0.586,17,0
a046d0d6,Manufacturing,155,1818.47,1 Year,3,63,19732,1,0.487,6,0
ce0d8a63,Technology,17,58.03,2 Year,36,7,60612,3,0.756,22,0
3d38e702,Manufacturing,5,50.0,2 Year,3,2,2224,0,0.557,0,0
b7aea8d7,E-commerce,110,413.14,2 Year,52,69,132438,3,0.404,8,0
0ceeee86,Finance,20,50.0,1 Year,9,7,77298,2,0.233,6,0
9a5f4080,Healthcare,14,245.26,1 Year,26,4,54652,1,0.715,22,0
bceb505c,Technology,8,474.01,Month-to-Month,17,4,19569,2,0.73,23,0
99256aaf,Healthcare,36,736.88,Month-to-Month,11,9,92444,1,0.669,37,0
c9035bee,Finance,581,6111.43,2 Year,25,247,72983,2,0.557,4,0
250d6a97,E-commerce,25,232.82,1 Year,71,10,30173,1,0.536,4,0
233d18d9,E-commerce,10,961.12,Month-to-Month,2,3,10998,4,0.756,2,0
750fa1aa,E-commerce,145,1799.94,Month-to-Month,61,57,9649,1,0.58,13,0
59f9a7eb,Finance,70,811.05,Month-to-Month,23,16,33490,6,0.825,17,1
7895ece7,Finance,5,333.29,1 Year,40,1,76487,4,0.58,19,0
15d41ac7,E-commerce,147,1270.48,2 Year,12,72,62669,2,0.573,46,0
6590bb97,Manufacturing,1329,13261.38,Month-to-Month,16,260,34017,2,0.674,8,0
798a8eb0,Technology,5,50.0,Month-to-Month,49,1,11434,2,0.878,2,0
7e1c8a04,Manufacturing,8,50.0,1 Year,13,2,13671,0,0.835,9,0
f23cf015,Technology,5,929.94,Month-to-Month,19,1,2968,2,0.59,4,0
808b5a89,E-commerce,48,554.19,Month-to-Month,1,27,9727,2,0.525,4,0
3d125447,Finance,241,2463.37,Month-to-Month,5,71,642,2,0.358,12,0
32675e79,E-commerce,63,1129.3,Month-to-Month,25,28,56118,3,0.738,2,0
a96a44de,E-commerce,440,4578.91,1 Year,31,155,44365,0,0.243,7,0
9bee9261,E-commerce,189,1496.76,2 Year,21,59,220960,2,0.941,1,0
589b6230,E-commerce,701,7021.83,1 Year,4,263,71936,1,0.769,22,1
8885b2e3,E-commerce,311,2542.39,1 Year,15,113,14134,4,0.451,0,0
a743ec09,Finance,29,381.81,Month-to-Month,11,11,61531,5,0.846,26,0
6d87c62d,E-commerce,60,181.13,1 Year,17,19,612,3,0.71,78,0
e868db93,Finance,14,604.15,1 Year,50,4,214001,1,0.694,2,0
364b70c3,Technology,38,124.88,Month-to-Month,36,19,47652,2,0.547,0,0
a94de0f6,Finance,59,177.65,1 Year,3,23,6372,4,0.711,0,0
08f0efbd,Healthcare,48,423.58,Month-to-Month,54,18,34509,3,0.317,1,0
92fb880a,E-commerce,408,4262.7,1 Year,16,126,141185,3,0.613,24,0
205dc5e1,E-commerce,33,50.0,1 Year,33,18,94756,2,0.464,13,0
0f0978ba,E-commerce,13,50.0,1 Year,4,5,17756,0,0.542,0,0
bec30b0a,Finance,14,192.58,2 Year,27,2,25221,1,0.462,32,0
7b7eb0ff,E-commerce,145,2119.18,2 Year,7,61,96056,3,0.472,10,0
3c30ed4d,Finance,6,50.0,2 Year,14,1,115135,2,0.858,26,0
95eaafae,Manufacturing,40,707.58,2 Year,1,19,123018,0,0.313,12,0
9ed17e4c,Manufacturing,399,3798.22,Month-to-Month,4,201,147719,3,0.682,4,0
4430ffa9,E-commerce,84,592.69,Month-to-Month,3,41,34711,1,0.374,0,0
b1619a2c,Finance,48,139.44,Month-to-Month,7,16,98851,1,0.864,0,0
6c0de6b5,Technology,51,328.05,Month-to-Month,3,19,21306,1,0.686,9,0
13013729,Healthcare,11,420.41,Month-to-Month,29,4,91040,0,0.319,6,0
11075362,E-commerce,15,50.0,2 Year,1,7,21344,5,0.667,8,0
942e4bc3,Finance,40,1229.3,1 Year,24,11,46865,3,0.461,33,1
cd2fa373,Manufacturing,82,1131.93,1 Year,4,33,31599,2,0.645,23,1
449c0976,Healthcare,226,2358.99,Month-to-Month,70,132,111717,1,0.334,4,0
9f4b3010,E-commerce,62,536.97,1 Year,65,21,3441,2,0.846,3,0
52ee0fcb,Technology,415,4744.93,2 Year,7,164,148594,2,0.201,3,0
10869773,E-commerce,606,6728.01,Month-to-Month,23,400,31003,3,0.438,28,1
4cc6a043,Healthcare,179,1209.31,2 Year,1,67,32830,4,0.384,23,0
9b191d31,Manufacturing,342,3069.05,Month-to-Month,65,84,87959,2,0.676,27,1
e85b4f76,E-commerce,12,437.32,2 Year,18,4,54857,3,0.501,2,0
38eb95f0,E-commerce,9,558.34,Month-to-Month,2,5,153641,5,0.563,6,0
1269775b,Finance,118,1029.83,1 Year,11,59,39550,3,0.472,4,0
bca354cb,E-commerce,7,50.0,2 Year,2,2,40896,2,0.326,3,0
0b5729c0,E-commerce,35,389.31,1 Year,12,15,178249,0,0.554,1,0
0d4db17d,Healthcare,173,2468.35,1 Year,27,66,130482,3,0.339,18,0
76c45cc3,Healthcare,454,4560.52,1 Year,16,218,11703,7,0.234,3,0
bc61cc12,Technology,37,50.0,Month-to-Month,12,12,18332,2,0.725,4,0
b08651e0,Finance,20,254.79,Month-to-Month,4,8,49086,2,0.352,9,1
340a7fd5,Finance,88,1271.37,Month-to-Month,7,52,140152,1,0.891,26,0
79678d8f,E-commerce,10,50.0,Month-to-Month,3,1,41431,1,0.884,12,0
9a104382,Technology,42,1049.08,2 Year,40,19,65992,4,0.777,10,0
cf3c54b0,Healthcare,53,962.92,2 Year,4,28,4935,3,0.373,1,0
83516ff0,E-commerce,52,489.12,Month-to-Month,22,12,36972,3,1.0,9,0
48be27e9,Healthcare,62,641.57,2 Year,11,20,7985,2,0.13,3,0
0dd1a854,Healthcare,15,50.0,Month-to-Month,7,5,15097,2,0.423,10,0
f8adb695,Healthcare,18,785.11,Month-to-Month,25,5,9094,1,0.767,3,0
8013716d,Technology,17,50.0,1 Year,15,5,9070,1,0.751,0,0
f6f220bb,Healthcare,5,50.0,Month-to-Month,13,1,239620,4,0.455,18,1
05c3d132,Healthcare,91,635.07,Month-to-Month,22,44,17708,1,0.443,8,0
3f1cbb11,E-commerce,208,2308.35,1 Year,17,114,41676,1,0.557,3,0
9b86339b,Technology,180,1235.65,2 Year,9,95,1014,2,0.583,4,0
190961f8,Finance,36,50.0,1 Year,20,17,82094,1,0.506,9,0
d929fb5e,E-commerce,16,133.74,Month-to-Month,27,9,57007,6,0.932,11,0
7b2ba190,Healthcare,166,1346.74,Month-to-Month,1,100,12988,1,0.463,6,1
c0e15d18,E-commerce,142,1587.62,1 Year,16,59,1836,2,0.893,7,0
e1b81720,E-commerce,75,455.06,1 Year,2,40,16050,4,0.681,1,0
2410a759,E-commerce,747,8267.52,2 Year,5,330,49521,2,0.804,1,0
1e03465e,Finance,52,866.73,2 Year,20,19,765,4,0.301,2,0
aafc3fd1,Finance,37,710.44,2 Year,49,14,3917,2,0.806,7,0
20789710,Healthcare,29,50.0,1 Year,52,14,26326,2,0.799,5,0
598b4d65,Finance,5,1252.84,Month-to-Month,2,2,9679,4,0.467,8,1
2bf40fbb,Healthcare,147,1250.49,1 Year,14,67,49957,2,0.77,1,0
1e62a6b2,Technology,46,103.09,1 Year,21,16,9597,3,0.304,34,0
d65f57ce,Manufacturing,117,1523.37,Month-to-Month,4,41,252689,0,0.505,9,0
ada2dfd3,Manufacturing,865,8747.61,1 Year,35,185,28618,3,0.833,1,0
d671e3eb,Technology,30,50.0,Month-to-Month,33,13,8027,1,0.564,4,0
f1e6e1f5,E-commerce,5,1147.92,2 Year,57,2,3835,1,0.547,39,0
11c143d7,Technology,112,1607.8,Month-to-Month,1,33,27284,2,0.881,33,1
84162a89,Finance,70,702.0,2 Year,6,31,82798,2,0.209,0,0
ad6ca5ad,E-commerce,18,1380.56,Month-to-Month,43,8,28887,1,0.564,17,0
3f8d4f40,E-commerce,99,1395.39,1 Year,27,24,7603,4,0.587,10,0
91d929e9,E-commerce,177,1764.05,Month-to-Month,54,65,33540,1,0.441,2,0
9e02c410,Technology,13,1270.72,1 Year,2,7,20576,0,0.875,17,0
4027051f,Finance,34,669.49,Month-to-Month,22,11,34844,2,0.418,10,0
2357cab8,Finance,500,5307.62,Month-to-Month,21,200,24808,2,0.42,1,0
aed0da84,Manufacturing,18,50.0,Month-to-Month,1,7,52190,1,0.106,18,1
3dc254f8,Healthcare,60,624.71,1 Year,18,23,81386,2,0.822,14,0
f9f76a64,E-commerce,5,50.0,2 Year,23,2,108777,2,0.534,0,0
ea2a4341,Manufacturing,5,769.87,1 Year,6,2,67602,3,0.534,2,0
674c2507,E-commerce,69,50.0,Month-to-Month,8,36,21927,1,0.557,3,0
e7daab42,E-commerce,344,4122.94,Month-to-Month,25,126,29751,1,0.839,6,0
54f9c8cb,Finance,7,50.0,2 Year,16,3,51328,0,0.923,2,0
b649d448,Finance,61,581.04,1 Year,47,29,12412,3,0.254,17,0
a77fec21,Technology,31,162.39,Month-to-Month,11,12,60493,3,0.507,12,0
8b59fe2a,E-commerce,228,2019.92,Month-to-Month,8,74,52461,6,0.373,0,0
ba0f2e7d,E-commerce,8,424.89,1 Year,101,3,53426,2,0.555,12,0
25d63e50,Healthcare,104,1037.41,Month-to-Month,59,35,20272,2,0.582,30,0
a1a69131,Healthcare,20,50.0,1 Year,1,6,46010,1,0.256,6,0
16353056,Manufacturing,76,837.0,1 Year,36,32,11015,0,0.674,2,0
3ea35160,Finance,60,251.96,Month-to-Month,3,22,10517,3,0.51,21,1
c00ae7bd,E-commerce,37,101.11,1 Year,1,15,73163,2,0.756,10,0
568b613f,Healthcare,111,361.37,2 Year,8,27,23866,1,0.606,5,0
c1a48a1a,E-commerce,58,354.85,Month-to-Month,8,22,39328,5,0.257,5,0
5c125840,Manufacturing,44,687.1,Month-to-Month,42,7,17318,1,0.723,3,0
a1c7de8e,E-commerce,31,328.56,1 Year,30,9,13449,0,0.332,1,0
dd5842b7,Healthcare,61,1517.53,Month-to-Month,96,23,75676,0,0.354,20,1
a98f447d,E-commerce,76,2066.41,2 Year,30,39,79037,2,0.537,40,0
8f8e1fa0,Technology,12,50.0,2 Year,14,5,90481,2,0.543,29,0
ba6d7ebb,E-commerce,32,50.0,2 Year,29,13,96360,2,0.249,1,0
31581441,Technology,11,674.91,Month-to-Month,120,3,26498,3,0.57,5,0
cc89ba4d,E-commerce,51,677.6,1 Year,30,19,82765,2,0.582,3,0
87669803,Technology,22,787.94,2 Year,35,11,21227,3,0.574,4,0
3b5ffac8,E-commerce,173,1929.42,Month-to-Month,67,50,2697,0,0.262,3,0
9f6ca799,Healthcare,149,1392.82,Month-to-Month,3,48,58452,1,0.629,26,1
60a6d279,Finance,13,50.0,Month-to-Month,30,6,11092,3,0.724,29,0
f2cd0af4,Finance,54,756.39,2 Year,46,19,30025,4,0.331,0,0
3425c4c7,Manufacturing,142,1314.44,1 Year,75,84,8948,1,0.385,7,0
1db2b9a0,Technology,41,1019.75,1 Year,6,19,24840,4,0.757,10,0
394ba30e,E-commerce,18,50.0,1 Year,17,9,108083,4,0.916,2,0
abf1de35,Finance,10,707.07,1 Year,28,2,47486,5,0.567,0,0
697a5d5c,Finance,196,1023.3,Month-to-Month,7,99,8016,3,0.51,0,0
e8af1f3c,Technology,211,2182.55,1 Year,23,66,64640,0,0.64,13,0
9dcc069b,E-commerce,39,224.48,1 Year,8,18,94142,3,0.871,4,0
549cdaa7,Finance,172,961.82,1 Year,10,62,9099,1,0.43,8,0
dfefe833,E-commerce,5,50.0,1 Year,14,2,68147,4,0.503,3,0
e8fae142,Healthcare,399,3441.24,1 Year,19,115,39828,2,0.498,16,0
406b9962,Finance,43,452.84,2 Year,15,9,46350,4,0.317,0,0
a6aaaf10,E-commerce,67,368.91,Month-to-Month,17,27,139864,2,0.771,0,0
018b7324,Healthcare,33,50.0,1 Year,9,12,1862,2,0.652,5,0
b49124f4,Manufacturing,442,5096.14,1 Year,5,137,50914,3,0.197,5,0
6cb81da0,Finance,11,50.0,2 Year,2,2,4250,2,0.598,0,0
0e7a45dd,Healthcare,498,5319.56,1 Year,6,65,77933,2,0.932,17,0
3234db3e,Finance,98,535.5,Month-to-Month,21,44,113232,2,0.655,7,0
ccc70f11,Technology,138,818.6,Month-to-Month,38,51,4525,2,0.921,18,0
2d523d41,E-commerce,33,50.0,Month-to-Month,5,11,1308,1,0.488,6,1
f3b53d96,E-commerce,7,379.96,Month-to-Month,3,2,155803,1,0.793,9,0
10c7d350,Healthcare,220,1514.27,1 Year,34,110,130541,0,0.863,0,0
a9cd49d6,Healthcare,87,1013.73,2 Year,9,37,128685,3,0.585,15,0
19c75af6,E-commerce,420,3719.62,1 Year,73,149,140408,2,0.518,0,0
d58da913,Technology,40,50.0,Month-to-Month,31,24,34667,3,0.82,3,0
9d506f9e,Technology,29,490.32,Month-to-Month,10,9,188395,2,0.708,6,0
aa52d490,Healthcare,437,5456.74,1 Year,9,113,111426,4,0.791,2,0
cbadea88,E-commerce,960,9144.49,1 Year,18,393,5138,3,0.683,0,0
2e471ed1,Manufacturing,55,909.94,2 Year,2,20,83754,3,0.584,12,0
9d229673,Finance,17,50.0,2 Year,4,8,62316,0,0.582,5,0
3adadd75,Technology,184,1602.63,2 Year,5,63,7199,0,0.529,13,0
c71873cb,Healthcare,37,905.69,Month-to-Month,36,14,66955,7,0.68,2,0
da46110c,Manufacturing,134,918.24,1 Year,18,41,33171,3,0.565,6,0
f0d5ab74,Technology,37,50.0,Month-to-Month,1,17,96147,2,0.651,4,0
ead7b18b,Manufacturing,570,5930.09,Month-to-Month,27,236,85406,3,0.441,5,0
193df5ee,E-commerce,19,987.39,Month-to-Month,14,7,142651,3,0.43,36,1
d993ac28,Finance,112,1495.0,Month-to-Month,18,43,3913,0,0.717,5,0
7a812a58,Manufacturing,26,50.0,Month-to-Month,6,10,61936,3,0.678,7,0
2d25bfcd,Finance,35,50.0,2 Year,20,8,23666,0,0.514,32,0
0b4ba4f9,Finance,29,779.8,Month-to-Month,93,14,74804,2,0.875,0,0
8205243c,Technology,165,2440.56,2 Year,2,84,46135,0,0.436,3,0
42655cf5,Technology,216,2274.36,2 Year,9,87,34217,0,0.687,2,0
742ce9c5,Manufacturing,126,970.41,2 Year,7,49,212,2,0.692,6,0
7d7ed5b5,Finance,46,1283.01,2 Year,7,13,46718,2,0.611,1,0
f721b145,Technology,67,632.7,1 Year,12,38,27269,2,0.853,6,0
a74efb6f,Technology,209,1787.1,Month-to-Month,41,114,20212,3,0.925,3,0
ec039b9b,Healthcare,220,1812.53,1 Year,59,96,224459,1,0.37,34,0
7519f96d,Finance,5,50.0,2 Year,6,2,60259,1,0.145,1,0
540def05,Finance,36,1776.79,2 Year,19,18,38813,1,0.502,6,0
f63bf6ee,Finance,39,1100.48,2 Year,25,19,101522,3,0.403,11,0
aab26e95,Manufacturing,148,1151.85,1 Year,18,46,12880,2,0.513,9,0
3ebcd5ea,E-commerce,49,1355.91,1 Year,14,18,48367,3,0.964,4,0
df1bedb7,Technology,160,1866.65,2 Year,6,71,98636,4,1.0,3,0
d2496f02,Manufacturing,10,337.05,2 Year,17,4,6595,1,0.41,5,0
471c6258,Finance,80,441.04,Month-to-Month,13,38,13465,6,0.645,0,0
63978fa2,Technology,210,1842.94,1 Year,39,97,4312,0,0.64,4,0
4b5a9b04,E-commerce,5,50.0,2 Year,35,2,244266,0,0.669,9,0
0bf6092e,Technology,2369,22707.23,Month-to-Month,4,330,43483,4,0.326,44,1
9040923c,Finance,325,3006.59,2 Year,3,168,33616,2,0.847,10,0
b15220e3,Manufacturing,54,542.24,Month-to-Month,58,26,20657,2,0.78,29,1
c4f8b467,Finance,15,804.76,Month-to-Month,19,9,29841,1,0.504,0,0
6b8d7026,Finance,41,101.73,Month-to-Month,47,14,74773,2,0.846,14,0
922e6a6e,Technology,61,1016.07,1 Year,2,13,124276,2,0.312,6,0
d560e053,Finance,105,50.0,Month-to-Month,18,40,5543,1,0.261,9,1
819f99e7,E-commerce,518,5763.52,Month-to-Month,19,230,17807,4,0.653,4,0
dcc9c701,E-commerce,26,50.0,2 Year,48,9,10482,1,0.686,3,0
25751135,Technology,126,1325.14,Month-to-Month,3,67,28589,4,0.567,4,0
635398ca,Finance,7,273.17,Month-to-Month,7,2,37802,6,0.821,9,0
bf627350,Healthcare,29,395.09,1 Year,13,11,63877,2,0.469,9,0
06bc907b,Finance,96,906.61,Month-to-Month,49,36,104236,2,0.841,8,0
b89568bb,E-commerce,153,909.24,2 Year,68,103,39058,4,0.758,5,0
174d520c,Finance,17,50.0,Month-to-Month,119,5,33546,2,0.973,15,0
04501854,Finance,28,778.22,1 Year,77,12,42871,0,0.245,15,0
871b6fc3,Finance,488,4581.31,1 Year,1,136,109646,2,0.503,12,0
9351de56,Healthcare,311,3058.35,2 Year,2,135,52283,3,0.419,1,0
a404ed84,E-commerce,74,50.0,Month-to-Month,4,22,77410,2,0.755,4,0
29f0d91e,Technology,5,479.29,Month-to-Month,11,2,63557,0,0.915,24,0
7a812ed2,Finance,2360,22940.26,2 Year,43,1158,128528,2,0.526,6,0
79c37c06,E-commerce,52,977.98,1 Year,54,22,84896,1,0.72,7,0
8e5b73d3,E-commerce,34,50.0,1 Year,5,8,20867,3,0.889,17,0
e9cbacee,E-commerce,24,747.25,Month-to-Month,24,9,96333,3,0.665,27,1
fec02645,Technology,96,965.1,1 Year,60,35,31503,3,0.74,27,0
3d32a7d5,E-commerce,97,690.62,Month-to-Month,15,46,93938,1,0.203,2,1
8ee5c5cc,E-commerce,227,3070.2,Month-to-Month,3,70,118088,1,0.913,0,0
6fefe4e7,Healthcare,13,95.57,1 Year,15,6,57801,1,0.54,7,0
3f9593da,E-commerce,34,159.09,2 Year,12,16,63449,3,1.0,11,0
257b3652,E-commerce,1148,11934.56,Month-to-Month,21,301,7605,3,0.43,14,0
22304b9b,Healthcare,76,50.0,Month-to-Month,14,28,19566,2,0.695,10,0
41e4ae39,Finance,42,50.0,Month-to-Month,1,16,40792,1,0.765,0,1
134a0eda,Manufacturing,13,708.99,1 Year,120,6,176,2,0.1,4,0
0ea4f2dd,E-commerce,116,741.85,1 Year,19,38,93956,1,0.955,0,0
37ede3d0,E-commerce,256,2992.31,Month-to-Month,16,107,23060,3,0.749,15,0
95562436,Manufacturing,202,2043.08,2 Year,75,103,64258,3,0.301,0,0
9c5536f3,Technology,37,50.0,Month-to-Month,5,15,73331,0,0.674,9,1
2e9c9b26,E-commerce,93,1233.64,Month-to-Month,6,19,39712,0,0.673,4,0
d0dbee82,Technology,670,6494.91,Month-to-Month,40,234,78086,3,0.573,6,0
fa45564c,Technology,272,2181.33,Month-to-Month,8,133,57349,1,0.481,3,0
af0de485,E-commerce,16,50.0,Month-to-Month,39,7,22302,4,0.586,13,0
f428f784,E-commerce,5,50.0,Month-to-Month,8,1,84683,1,0.772,4,0
cdc46da2,Finance,85,1051.51,1 Year,1,35,50537,1,0.764,12,0
5776998d,Manufacturing,180,1332.3,Month-to-Month,18,89,8729,0,0.602,4,0
519d7f08,E-commerce,10,82.64,Month-to-Month,6,4,74101,1,0.646,5,0
792d327e,Healthcare,53,439.14,Month-to-Month,35,24,56379,1,0.575,7,0
96878b57,Technology,36,50.0,Month-to-Month,25,21,16749,1,0.405,5,0
f6f62339,E-commerce,63,50.0,Month-to-Month,62,24,92251,5,0.589,8,0
aa925ef6,Healthcare,24,1506.86,Month-to-Month,37,10,23420,1,0.453,24,1
125a9e06,E-commerce,378,3755.73,2 Year,5,115,40230,2,0.401,4,0
1b8eedb2,E-commerce,68,1591.69,1 Year,39,22,21015,3,0.116,12,0
8507ea0e,Technology,14,722.47,1 Year,25,5,64434,1,0.518,20,0
ddf07289,Finance,216,1999.42,2 Year,27,104,43514,0,0.757,0,0
dc2adde5,Technology,8,170.48,1 Year,43,2,31771,0,0.845,8,0
008bb41f,E-commerce,374,3815.96,1 Year,21,195,1026,1,0.689,1,0
2a818bf4,Healthcare,241,3332.1,1 Year,16,70,46720,2,0.341,15,0
f9854dc4,Manufacturing,439,4804.92,1 Year,25,203,48689,1,0.569,4,0
f3625c23,E-commerce,43,50.0,2 Year,9,19,9997,3,0.369,7,0
690f3216,Finance,25,425.81,Month-to-Month,5,10,20196,2,0.982,7,0
f1b89426,E-commerce,61,1012.16,Month-to-Month,24,30,105510,3,0.523,8,0
8174ae6b,Technology,48,50.0,Month-to-Month,7,15,39832,2,0.501,38,1
46bb6209,Finance,20,447.07,2 Year,2,7,28553,1,0.785,7,0
9ec68921,Finance,23,902.74,Month-to-Month,1,6,137413,4,0.592,13,0
858ebdcc,Healthcare,31,50.0,2 Year,23,12,83551,0,0.814,37,0
487fb6b3,Finance,9,50.0,Month-to-Month,11,3,5127,2,0.375,14,1
f5d7bc5e,Technology,150,2080.24,Month-to-Month,34,72,97924,1,0.618,17,0
7c1ddb6f,E-commerce,50,322.88,Month-to-Month,12,21,8110,2,0.701,0,0
1f1e97e7,Finance,34,50.0,1 Year,16,15,9606,1,0.076,2,0
621632f2,Finance,10,541.14,1 Year,13,3,3916,2,0.463,11,0
988425df,Finance,9,378.43,Month-to-Month,26,3,32826,1,0.477,23,0
51529d7a,Manufacturing,996,10007.2,1 Year,11,578,51738,3,0.611,0,0
f86907b9,Finance,21,772.29,Month-to-Month,80,5,70063,3,0.538,16,1
362e8165,Manufacturing,136,1957.82,1 Year,67,29,1354,1,0.659,2,0
75c07c4e,E-commerce,69,648.59,1 Year,46,31,9792,2,0.553,5,0
83ebde27,Finance,5,1037.16,2 Year,61,1,48540,1,0.829,18,0
3fd600ef,Technology,803,8821.69,2 Year,15,210,37283,2,1.0,1,0
